formula,Nb,Mo,Ta,W,SFE,composition,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model
Nb21Mo30Ta4W45,21,30,4,45,0.813,Nb21 Mo30 Ta4 W45,Nb0.14111518910751478 Mo0.20817563479301832 Ta0.05235069110339922 W0.5983584849960677 ,Nb0.21Mo0.3Ta0.04W0.45,0.024504273745498815,6.006049155839775,0.006209740329008625,1.8168,1.0442590657060364,-0.009785672486332683,138.264255,13825.825499999999,-16.296975229600985,0.06688148392254945,0.14962499999999998,5.75,5.279999999999999,7.9647,18.0,2.0,0,16.0,0,114.2055,0.391342776441477,23.219955000000002,-0.08499743658552716
Nb15Mo16Ta58W11,15,16,58,11,1.2576,Nb15 Mo16 Ta58 W11,Nb0.09022458801455595 Mo0.09938201702679188 Ta0.6794689303764526 W0.13092446458219956 ,Nb0.15Mo0.16Ta0.58W0.11,0.0240725966707863,6.3516131195007155,-0.017283776109299258,1.6671999999999998,1.0437647270244113,-0.009449052505837057,154.4617274,15445.85274,-16.30581022213548,0.06999988413958246,0.13294500000000004,5.2700000000000005,4.7463999999999995,7.903700000000001,18.0,2.0,0,16.0,0,80.80710000000002,0.41716832997393977,16.909202999999998,-0.07307064019341913
Nb17Mo33Ta2W48,17,33,2,48,0.8147,Nb17 Mo33 Ta2 W48,Nb0.11336841761524684 Mo0.22725386537325742 Ta0.025976528992928877 W0.6334011880185668 ,Nb0.17Mo0.33Ta0.02W0.48,0.022780354429243494,6.831291841992989,0.010446679208602722,1.6532000000000002,1.0443051260377099,-0.009125753962858306,139.3230422,13931.64422,-17.5852198455523,0.06038915950679806,0.12977999999999995,5.8100000000000005,4.3584000000000005,7.971500000000001,18.0,2.0,0,16.0,0,119.3973,0.349242829293362,20.940747,-0.07206256694850756
Nb12Mo29Ta15W44,12,29,15,44,0.8681,Nb12 Mo29 Ta15 W44,Nb0.07584031894566044 Mo0.1892653351593949 Ta0.18463674039044858 W0.550257605504496 ,Nb0.12Mo0.29Ta0.15W0.44,0.02719923584750287,6.567935043076248,0.00475674335786651,2.029,1.0442200092944003,-0.010469110419088318,147.0089476,14700.314760000001,-14.15130119882928,0.06870096350189032,0.15521999999999997,5.73,5.2428,8.0172,18.0,2.0,0,16.0,0,115.69890000000001,0.3540871538909346,21.750123,-0.07381846986278778
Nb52Mo37Ta1W10,52,37,1,10,1.3064,Nb52 Mo37 Ta1 W10,Nb0.46452030307197223 Mo0.3413164789028286 Ta0.017398400257630495 W0.17676481776756878 ,Nb0.52Mo0.37Ta0.01W0.1,0.019134773593165042,3.722404232310061,-0.013563228977804629,1.3762,1.0439784283845226,-0.008182849271803117,104.00999639999999,10400.259639999998,-22.34898971715839,0.07319620636853899,0.1629600000000001,5.470000000000001,6.3836,7.430800000000001,18.0,2.0,0,16.0,0,78.3171,0.5632871735941519,22.875603000000005,-0.11541545572176372
Nb7Mo45Ta11W37,7,45,11,37,0.7929,Nb7 Mo45 Ta11 W37,Nb0.04726290023493302 Mo0.31375381660591534 Ta0.14465151078781666 W0.49433177237133497 ,Nb0.07Mo0.45Ta0.11W0.37,0.023634039956143278,8.34510253999958,0.011130270492243622,1.7186000000000001,1.0442383779443252,-0.00961223315747715,137.6105134,13760.15134,-17.208711975757733,0.057698985917870774,0.12352499999999997,5.82,3.7144000000000004,7.782900000000001,18.0,2.0,0,16.0,0,118.8966,0.2884576571657327,17.658828,-0.0506701836300887
Nb28Mo22Ta43W7,28,22,43,7,1.2438,Nb28 Mo22 Ta43 W7,Nb0.18878343619485616 Mo0.1531731740165895 Ta0.5646538214132115 W0.0933895683753429 ,Nb0.28Mo0.22Ta0.43W0.07,0.021508680176070796,6.553520487326756,-0.0065919108902707775,1.5742000000000003,1.0437893371766527,-0.010297669046235292,137.8013748,13779.697479999999,-22.259295059566043,0.06866184974569554,0.1333050000000001,5.29,4.840400000000001,7.726,18.0,2.0,0,16.0,0,76.20570000000001,0.4549997881234696,18.415707,-0.08532873976498731
Nb2Mo20Ta22W56,2,20,22,56,0.8193,Nb2 Mo20 Ta22 W56,Nb0.011343529842043731 Mo0.11713923769774214 Ta0.2430238315493514 W0.6284934009108627 ,Nb0.02Mo0.2Ta0.22W0.56,0.029395844176834548,6.301110254633086,0.006840322266096297,2.0584000000000002,1.0442728711160005,-0.008795667442274942,163.80906120000003,16380.506120000002,-10.178808117544216,0.06729170026788893,0.14639999999999997,5.760000000000001,4.784000000000001,8.281400000000001,18.0,2.0,0,16.0,0,124.69680000000001,0.28994297820720616,18.374112000000004,-0.04783445363170538
Nb13Mo50Ta28W9,13,50,28,9,1.9279,Nb13 Mo50 Ta28 W9,Nb0.09490758990583191 Mo0.376948285739386 Ta0.39812879067686713 W0.13001533367791504 ,Nb0.13Mo0.5Ta0.28W0.09,0.022692399154147308,5.540198243112777,-0.005038767013461516,1.6984,1.0439671152278605,-0.009851655942643952,127.2688358,12725.88358,-19.13147294818733,0.06998120151281818,0.1574250000000001,5.59,5.4399999999999995,7.463100000000001,18.0,2.0,0,16.0,0,95.7687,0.35299940304526123,17.976147,-0.06488445877243268
Nb38Mo8Ta42W12,38,8,42,12,1.1918,Nb38 Mo8 Ta42 W12,Nb0.2503175791659888 Mo0.054419170295686714 Ta0.5388464233469699 W0.1564168271913547 ,Nb0.38Mo0.08Ta0.42W0.12,0.022671781058379064,7.17482024066201,-0.005977328067892349,1.5495999999999999,1.0437736721286033,-0.009881372608904312,141.040134,14103.853399999998,-19.224099171400404,0.06636810786189379,0.11184000000000002,5.2,4.272,7.892199999999999,18.0,2.0,0,16.0,0,70.70400000000001,0.5286054761952836,18.81984,-0.09875578971878975
Nb9Mo4Ta86W1,9,4,86,1,1.0478,Nb9 Mo4 Ta86 W1,Nb0.049286405028586895 Mo0.022620322849937164 Ta0.9172570198994298 W0.010836252222046197 ,Nb0.09Mo0.04Ta0.86W0.01,0.011008247703250852,13.406004735542133,0.02466132405731498,0.47040000000000004,1.0435602557798218,-0.004333502269228931,169.65355100000002,16965.2751,-35.760422536113296,0.03380111064778028,0.029985000000000022,5.05,1.044,8.0091,18.0,2.0,0,16.0,0,68.5905,0.2293947636129222,5.162235,-0.022597032134163655
Nb10Mo37Ta36W17,10,37,36,17,1.7793,Nb10 Mo37 Ta36 W17,Nb0.06580588711992177 Mo0.25143205663653656 Ta0.46139747084246463 W0.221364585401077 ,Nb0.1Mo0.37Ta0.36W0.17,0.026316765333600188,5.728674381566241,-0.00866027768984658,2.0187999999999997,1.0439625920219717,-0.010535159615692982,141.1898748,14118.24748,-15.211642287313463,0.07423821051550297,0.17020500000000005,5.539999999999999,5.8096,7.7094000000000005,18.0,2.0,0,16.0,0,97.3242,0.371478652824011,19.764012,-0.06702526048143266
Nb26Mo27Ta37W10,26,27,37,10,1.3155,Nb26 Mo27 Ta37 W10,Nb0.17840988289965895 Mo0.19132137785686001 Ta0.4944874171779728 W0.13578132206550833 ,Nb0.26Mo0.27Ta0.37W0.1,0.023273476537017945,6.0131771875246764,-0.002362900341762877,1.7586000000000004,1.0438521392161042,-0.010823921734953878,135.3995744,13539.41744,-19.98306584017962,0.07275461211125318,0.1533600000000001,5.369999999999999,5.550800000000001,7.6966,18.0,2.0,0,16.0,0,81.7161,0.45686709166876854,20.336883000000004,-0.090263246685705
Nb24Mo23Ta26W27,24,23,26,27,1.4337,Nb24 Mo23 Ta26 W27,Nb0.15808584629036365 Mo0.15644574594932836 Ta0.33355162088546664 W0.3519167868748413 ,Nb0.24Mo0.23Ta0.26W0.27,0.027984839326839397,5.577535557263958,-0.01154910285360732,2.1732,1.0440124119944592,-0.011509008205279924,141.05158,14104.698,-14.695767219440455,0.07848288146365735,0.17956500000000003,5.5,6.5600000000000005,7.894400000000001,18.0,2.0,0,16.0,0,94.79100000000001,0.4696993477272222,24.805500000000002,-0.10406273031209624
Nb36Mo4Ta40W20,36,4,40,20,1.2292,Nb36 Mo4 Ta40 W20,Nb0.22840986986087886 Mo0.026207556603937948 Ta0.49428828512221923 W0.251094288412964 ,Nb0.36Mo0.04Ta0.4W0.2,0.02645343523698648,5.977359955231241,-0.004658024712955337,1.8496000000000001,1.0438319280517216,-0.009851702212947403,146.4318488,14643.104879999999,-14.07819969130597,0.07358996503970804,0.13344,5.24,5.2096,8.018,18.0,2.0,0,16.0,0,76.1892,0.5576379500847072,21.736992,-0.11715661425236237
Nb37Mo12Ta26W25,37,12,26,25,1.3382,Nb37 Mo12 Ta26 W25,Nb0.24749240268211586 Mo0.08288874600485395 Ta0.33872048024925 W0.33089837106378006 ,Nb0.37Mo0.12Ta0.26W0.25,0.027568340015610274,5.3299380201154785,-0.02082770191810143,2.0671999999999997,1.0439445109394192,-0.010967144592989277,138.8970094,13889.46094,-14.430199531144886,0.07919680308843619,0.16798500000000002,5.37,6.4696,7.9503,18.0,2.0,0,16.0,0,83.86410000000001,0.5559407196351975,25.233722999999998,-0.12469252646106832
Nb43Mo6Ta30W21,43,6,30,21,1.2526,Nb43 Mo6 Ta30 W21,Nb0.28824411849755316 Mo0.04153339427254782 Ta0.3916708173244564 W0.27855166990544267 ,Nb0.43Mo0.06Ta0.3W0.21,0.026274560634223527,5.619760059955222,0.0023940024656106985,1.8719999999999999,1.0438723739291127,-0.010148397980807888,138.5981074,13859.690739999998,-14.700312440283183,0.0753662647348098,0.143145,5.27,5.6328,7.963299999999999,18.0,2.0,0,16.0,0,75.7911,0.5892590761629283,23.107923000000003,-0.1260597293154679
Nb35Mo1Ta17W47,35,1,17,47,1.4128,Nb35 Mo1 Ta17 W47,Nb0.2158568619665222 Mo0.006368717577251465 Ta0.2041995105970462 W0.5735749098591801 ,Nb0.35Mo0.01Ta0.17W0.47,0.031195184130009056,3.8367976689230976,-0.01298537166307478,2.2769999999999997,1.044114761851601,-0.00889251076046458,150.6427726,15064.25726,-9.137960839671653,0.08470766225710759,0.18712499999999999,5.48,7.619199999999999,8.2777,18.0,2.0,0,16.0,0,97.8564,0.5458830162897931,28.128167999999995,-0.13907036473269233
Nb11Mo27Ta42W20,11,27,42,20,1.4496,Nb11 Mo27 Ta42 W20,Nb0.06863945512319337 Mo0.17397990199872335 Ta0.5104325875082512 W0.24694805536983222 ,Nb0.11Mo0.27Ta0.42W0.2,0.027813245078360697,5.661586014957287,-0.013678117128282154,2.1236,1.0439309624421291,-0.010663187692293867,148.8950114,14888.96114,-13.784268639504381,0.07684444414560343,0.17346000000000006,5.47,6.0368,7.8561000000000005,18.0,2.0,0,16.0,0,94.82910000000001,0.40083514126406095,20.746563000000002,-0.07493868997644265
Nb21Mo20Ta53W6,21,20,53,6,1.2349,Nb21 Mo20 Ta53 W6,Nb0.13397095558346067 Mo0.13175755635662703 Ta0.6585294331487105 W0.07574205491120173 ,Nb0.21Mo0.2Ta0.53W0.06,0.02114121511938128,6.779956772837627,-0.01367701479466318,1.4934000000000003,1.0437490841942467,-0.009601952809576519,145.63511620000003,14563.11162,-21.483234872774077,0.0664823547767595,0.1239000000000001,5.260000000000001,4.4216,7.7807,18.0,2.0,0,16.0,0,76.6038,0.415364632831423,16.341972000000002,-0.07321897662420188
Nb8Mo10Ta9W73,8,10,9,73,0.921,Nb8 Mo10 Ta9 W73,Nb0.044369217863256004 Mo0.057272476360083945 Ta0.09721700919050007 W0.8011412965861598 ,Nb0.08Mo0.1Ta0.09W0.73,0.025250494892264046,6.272334486945613,0.004840221311579903,1.5166,1.0444138455295844,-0.0073061000101434116,167.51701960000003,16751.50196,-11.458976373170424,0.059798533422309647,0.11422499999999997,5.83,4.0804,8.5136,18.0,2.0,0,16.0,0,132.4479,0.28489235748387487,16.278483,-0.05455610792897274
Nb5Mo10Ta72W13,5,10,72,13,1.2248,Nb5 Mo10 Ta72 W13,Nb0.027581591393613485 Mo0.05696439530424665 Ta0.773552462723106 W0.14190155057903395 ,Nb0.05Mo0.1Ta0.72W0.13,0.02501894240559204,5.472802327096102,-0.02728572105192185,1.564,1.0437245311099663,-0.00733125825353968,168.42299260000001,16842.09926,-11.712257814580708,0.0690141200805916,0.12322500000000003,5.2299999999999995,4.3888,8.0495,18.0,2.0,0,16.0,0,82.7859,0.3812252602236021,14.036043,-0.05551156885715813
Nb40Mo37Ta14W9,40,37,14,9,1.3244,Nb40 Mo37 Ta14 W9,Nb0.3244542371752938 Mo0.30991982521547884 Ta0.22117164860863497 W0.14445428900059235 ,Nb0.4Mo0.37Ta0.14W0.09,0.020730463748716642,4.96121015498488,-0.014292096210816597,1.5619999999999998,1.0439399936016334,-0.0101959615175692,114.54605519999998,11453.86552,-23.725214772351244,0.07287731004831294,0.16132500000000005,5.46,6.0927999999999995,7.4864000000000015,18.0,2.0,0,16.0,0,81.2178,0.5067376191220218,22.241771999999997,-0.10450083279311462
Nb21Mo25Ta37W17,21,25,37,17,1.362,Nb21 Mo25 Ta37 W17,Nb0.13768876075197992 Mo0.16926742232527586 Ta0.4724859308920007 W0.22055788603074347 ,Nb0.21Mo0.25Ta0.37W0.17,0.026214153623612596,5.84488162289831,-0.0024186731473692523,2.005,1.0439061508985124,-0.011169157478657517,141.7038554,14169.885540000001,-16.25356879750014,0.07615796375292842,0.16732500000000006,5.42,6.0136,7.8046999999999995,18.0,2.0,0,16.0,0,88.23660000000001,0.4513166372933911,21.905867999999998,-0.09193383428354897
Nb3Mo15Ta49W33,3,15,49,33,1.5596,Nb3 Mo15 Ta49 W33,Nb0.0167388977677829 Mo0.08642731811534855 Ta0.5324877766422333 W0.36434600747463514 ,Nb0.03Mo0.15Ta0.49W0.33,0.03207033899932689,4.79038677238931,-0.013047788518385532,2.3826,1.0439784283845226,-0.009188340528019204,166.5128526,16650.98526,-8.933671538054178,0.0808133104517799,0.182925,5.48,6.4224000000000006,8.1561,18.0,2.0,0,16.0,0,102.63239999999999,0.38431395445963146,20.896488,-0.06458889658975384
Nb10Mo4Ta43W43,10,4,43,43,1.4704,Nb10 Mo4 Ta43 W43,Nb0.054654982775791415 Mo0.022575840528968744 Ta0.4577266280128305 W0.46504254868240935 ,Nb0.1Mo0.04Ta0.43W0.43,0.03372270886626321,4.377807063660159,-0.013785066280990996,2.4669999999999996,1.0440328340041227,-0.009019258352042111,169.9878264,16998.70264,-7.930962945858211,0.08394634716018759,0.186225,5.47,6.993199999999999,8.3398,18.0,2.0,0,16.0,0,103.69709999999999,0.43312626248423636,23.665803,-0.09336453447445217
Nb10Mo12Ta5W73,10,12,5,73,0.9836,Nb10 Mo12 Ta5 W73,Nb0.056631573675677775 Mo0.07017687928572215 Ta0.055148867051313916 W0.8180426799872861 ,Nb0.1Mo0.12Ta0.05W0.73,0.02329403100195937,6.647771256509733,0.004873696557296902,1.3934,1.0444324180705598,-0.007185088424023756,164.056432,16405.4032,-13.2416717816484,0.05667837823012893,0.10606499999999995,5.85,3.766,8.4774,18.0,2.0,0,16.0,0,132.7665,0.28651016075012187,16.149195000000002,-0.05529904062277605
Nb28Mo39Ta16W17,28,39,16,17,1.7079,Nb28 Mo39 Ta16 W17,Nb0.21040820601264915 Mo0.3026379766496771 Ta0.2341707168785986 W0.2527831004590751 ,Nb0.28Mo0.39Ta0.16W0.17,0.02362268369199001,5.438734444866683,-0.0072112441021358505,1.8188000000000004,1.0440169481524901,-0.010958711809773976,123.6426472,12363.48472,-19.638170962559503,0.07357258954002685,0.16900500000000007,5.5600000000000005,6.153600000000001,7.588400000000001,18.0,2.0,0,16.0,0,92.6508,0.45443538437867087,23.151672000000005,-0.0955340507840944
Nb31Mo41Ta2W26,31,41,2,26,1.5508,Nb31 Mo41 Ta2 W26,Nb0.24090403954036554 Mo0.32901857786703664 Ta0.03027055229928014 W0.39980683029331765 ,Nb0.31Mo0.41Ta0.02W0.26,0.022398168090545012,4.966800209094035,0.0005912048895282174,1.6932,1.044139872185801,-0.00962014238440734,119.5619354,11955.37354,-19.175932876502582,0.07019115755071978,0.16152,5.67,5.9392,7.6189,18.0,2.0,0,16.0,0,100.24709999999999,0.45323267826435115,24.251403,-0.09498628109854126
Nb53Mo1Ta36W10,53,1,36,10,1.1195,Nb53 Mo1 Ta36 W10,Nb0.3682211605786119 Mo0.007174424149751209 Ta0.48712827021323973 W0.13747614505839717 ,Nb0.53Mo0.01Ta0.36W0.1,0.019777998276797402,8.537792571022148,-0.00170541118509127,1.2124,1.043737919385811,-0.008152626462718726,133.72521820000003,13372.50182,-20.841687261289753,0.05588092549952255,0.07224,5.109999999999999,2.9032,7.8863,18.0,2.0,0,16.0,0,61.03830000000001,0.5654082385786973,15.733947,-0.09501889485492152
Nb40Mo15Ta2W43,40,15,2,43,1.6659,Nb40 Mo15 Ta2 W43,Nb0.2768702497550403 Mo0.10721652711645811 Ta0.026962133670607475 W0.5889510894578941 ,Nb0.4Mo0.15Ta0.02W0.43,0.026918398465999614,3.9972360602286807,-0.005811985922960839,1.9940000000000002,1.0441764607801294,-0.009080815857118812,134.2267096,13422.37096,-12.532174512528009,0.07945510355343072,0.182925,5.58,7.244800000000001,8.04,18.0,2.0,0,16.0,0,99.52139999999999,0.5344147083759418,28.086588000000006,-0.1247388289373102
Nb10Mo72Ta4W14,10,72,4,14,0.7508,Nb10 Mo72 Ta4 W14,Nb0.08344163445450986 Mo0.6203966934119365 Ta0.06500559749837855 W0.231156074635175 ,Nb0.1Mo0.72Ta0.04W0.14,0.01651159056014647,7.489206375906029,0.014056005269055438,1.04,1.0441673064567072,-0.007239766936157106,111.35735319999999,11134.295320000001,-26.555028012109386,0.04854325575935517,0.0903,5.86,2.9088,7.237400000000001,18.0,2.0,0,16.0,0,111.28979999999999,0.26591823259944974,12.961332,-0.04189262841475045
Nb56Mo5Ta4W35,56,5,4,35,1.347,Nb56 Mo5 Ta4 W35,Nb0.4051786915938391 Mo0.0373579254032709 Ta0.056367207862580905 W0.5010961751403092 ,Nb0.56Mo0.05Ta0.04W0.35,0.027494583728302796,3.4023242180663167,-0.018636266758401986,1.9468,1.0440532799504199,-0.008070214793451724,128.407488,12840.648799999999,-10.675563208688466,0.08281155160439974,0.17812500000000003,5.4,7.376,8.0192,18.0,2.0,0,16.0,0,83.07,0.6524873606668097,27.46188,-0.15298689290631326
Nb25Mo59Ta5W11,25,59,5,11,0.9378,Nb25 Mo59 Ta5 W11,Nb0.21289078323570468 Mo0.5188275607657415 Ta0.08292678263439024 W0.18535487336416356 ,Nb0.25Mo0.59Ta0.05W0.11,0.01867288398595257,5.018056901432725,0.0027746744176149773,1.3266,1.0440783020113475,-0.00873355571923959,109.11278899999999,10910.098899999999,-25.047725630548634,0.06450092415167419,0.14068500000000006,5.7,5.164,7.3003,18.0,2.0,0,16.0,0,97.95299999999997,0.3925701833375114,19.38918,-0.07728574482777213
Nb34Mo4Ta35W27,34,4,35,27,1.3019,Nb34 Mo4 Ta35 W27,Nb0.21286642013900378 Mo0.025860826841634144 Ta0.4267801822009271 W0.3344925708184349 ,Nb0.34Mo0.04Ta0.35W0.27,0.028901011198281402,5.228570668257065,-0.0011808686310708794,2.099,1.0439061508985124,-0.010114047992809738,148.3951272,14839.43272,-12.10873942814215,0.07928827752667447,0.15790500000000002,5.3100000000000005,6.19,8.0846,18.0,2.0,0,16.0,0,82.7163,0.559607306629777,24.414507,-0.12759564347968888
Nb28Mo45Ta21W6,28,45,21,6,1.4289,Nb28 Mo45 Ta21 W6,Nb0.22005255907256843 Mo0.36520362652166616 Ta0.3214368382404633 W0.09330697616530206 ,Nb0.28Mo0.45Ta0.21W0.06,0.020559675141295922,5.18469644880925,-0.010710729905536238,1.5570000000000002,1.0439332197926465,-0.010079058231451677,118.2252412,11821.62412,-23.844458157333246,0.07117634081514772,0.15840000000000012,5.510000000000001,5.804400000000002,7.4236,18.0,2.0,0,16.0,0,86.20230000000001,0.4327250277065618,20.165787,-0.08850884922974603
Nb38Mo7Ta42W13,38,7,42,13,1.1861,Nb38 Mo7 Ta42 W13,Nb0.24876717770476478 Mo0.047321848193895476 Ta0.5355089498666176 W0.16840202423472211 ,Nb0.38Mo0.07Ta0.42W0.13,0.023154219712200753,7.056638636486755,-0.0059915775723803485,1.5796000000000001,1.043778146412432,-0.009838863080388111,141.918934,14191.7534,-18.35205139594061,0.06703155136229678,0.11296500000000002,5.2,4.336,7.913,18.0,2.0,0,16.0,0,71.076,0.5346586570867818,19.09884,-0.10118867636683918
Nb10Mo35Ta36W19,10,35,36,19,1.8017,Nb10 Mo35 Ta36 W19,Nb0.06499655197731301 Mo0.23491596797186515 Ta0.45572282372186435 W0.2443646563289574 ,Nb0.1Mo0.35Ta0.36W0.19,0.026913771763489237,5.747859608627232,-0.008673364361030639,2.0700000000000003,1.0439716396088095,-0.010650480354474964,142.9474748,14294.047480000001,-14.703477636109916,0.0748605538082448,0.17212500000000003,5.539999999999999,5.8832,7.751,18.0,2.0,0,16.0,0,98.06819999999999,0.37628354976839545,20.240172,-0.06873779709025767
Nb34Mo34Ta24W8,34,34,24,8,1.3141,Nb34 Mo34 Ta24 W8,Nb0.25819465373446093 Mo0.2666253391778281 Ta0.35496663266386297 W0.12021337442384802 ,Nb0.34Mo0.34Ta0.24W0.08,0.021449903012033512,5.491747952409878,0.006836975304258528,1.6336000000000002,1.043894884614897,-0.010626595524051862,122.34926039999999,12234.24604,-23.09635705692104,0.07245627970865713,0.1572000000000001,5.42,5.814400000000001,7.5486,18.0,2.0,0,16.0,0,80.8326,0.4802825026589294,21.220068,-0.09770771893802563
Nb21Mo32Ta36W11,21,32,36,11,1.3429,Nb21 Mo32 Ta36 W11,Nb0.1439083308067203 Mo0.22644920220359044 Ta0.48048197779586094 W0.14916048919382843 ,Nb0.21Mo0.32Ta0.36W0.11,0.02398315362975187,5.815993294352818,-0.001642822696746119,1.8328,1.043885876841694,-0.010832723700363846,135.5811766,13557.477659999999,-18.833242014492562,0.07375261342519134,0.16174500000000008,5.43,5.764799999999999,7.6671000000000005,18.0,2.0,0,16.0,0,86.4759,0.42964864140053627,20.369523,-0.08471429749926071
Nb20Mo26Ta27W27,20,26,27,27,1.4905,Nb20 Mo26 Ta27 W27,Nb0.13083709948138017 Mo0.17564202503118406 Ta0.34401124334283106 W0.3495096321446047 ,Nb0.2Mo0.26Ta0.27W0.27,0.02800296698199795,5.694464050825507,-0.009414062770075783,2.1790000000000003,1.0440237546028661,-0.01146639214125226,142.0236036,14201.84036,-14.622401130204079,0.07757367636068258,0.17902500000000005,5.53,6.421200000000001,7.8772,18.0,2.0,0,16.0,0,97.4529,0.44300979523067235,24.064203000000006,-0.09593152576824404
Nb6Mo55Ta6W33,6,55,6,33,1.1576,Nb6 Mo55 Ta6 W33,Nb0.042924292485984235 Mo0.40632052423954995 Ta0.08360092951462299 W0.4671542537598428 ,Nb0.06Mo0.55Ta0.06W0.33,0.02030242076409208,10.32012752835749,0.015376737174049837,1.4196,1.0442590657060364,-0.00858236180714236,129.87645559999999,12986.54556,-20.821459606278026,0.04837864361944667,0.09652499999999994,5.879999999999999,2.6399999999999997,7.628199999999999,18.0,2.0,0,16.0,0,120.54839999999999,0.25372734798892804,14.961528000000001,-0.040039853273290904
Nb10Mo7Ta54W29,10,7,54,29,1.3406,Nb10 Mo7 Ta54 W29,Nb0.055621940349293734 Mo0.040206692694063295 Ta0.5849892097133939 W0.31918215724324916 ,Nb0.1Mo0.07Ta0.54W0.29,0.031235727327416727,4.912974327574324,-0.014559071969893794,2.242,1.043894884614897,-0.009212999391502238,167.0332932,16703.189319999998,-9.442734883210601,0.08071205977352962,0.16912500000000003,5.359999999999999,6.2368,8.1894,18.0,2.0,0,16.0,0,93.3048,0.44297467356408005,21.326231999999997,-0.08739757293546765
Nb45Mo4Ta34W17,45,4,34,17,1.2091,Nb45 Mo4 Ta34 W17,Nb0.30203514535661763 Mo0.027724207095371014 Ta0.44445914361059946 W0.22578150393741173 ,Nb0.45Mo0.04Ta0.34W0.17,0.024544058001736438,6.24639186863813,-0.00038922534912794627,1.6768000000000003,1.0438184670034059,-0.009611910547807108,138.4213502,13842.055020000002,-15.955741191860426,0.07023227921092541,0.120705,5.210000000000001,4.7704,7.946300000000001,18.0,2.0,0,16.0,0,70.85130000000001,0.5872372498075068,20.789787000000004,-0.11762212326482613
Nb15Mo42Ta22W21,15,42,22,21,1.7774,Nb15 Mo42 Ta22 W21,Nb0.10506151339680236 Mo0.3037776788505785 Ta0.3001117746074745 W0.29104903314514463 ,Nb0.15Mo0.42Ta0.22W0.21,0.025253117600771573,6.017404702340122,-0.0022674620601480953,1.9392,1.0440532799504199,-0.010889364298311636,132.65409060000002,13264.56906,-17.075464430629214,0.07148829567733,0.16474500000000003,5.630000000000001,5.6616,7.650900000000001,18.0,2.0,0,16.0,0,101.49390000000001,0.3809550499255344,21.135482999999997,-0.07534909778935292
Nb13Mo41Ta8W38,13,41,8,38,0.8783,Nb13 Mo41 Ta8 W38,Nb0.08897225951768703 Mo0.28976725048227836 Ta0.10663731838129979 W0.5146231716187348 ,Nb0.13Mo0.41Ta0.08W0.38,0.0236980565637997,7.341334493936492,0.009023522641782387,1.7531999999999999,1.044236080810124,-0.009981157850766914,135.75645980000002,13574.82598,-17.772783906630153,0.061506338490811094,0.13487999999999997,5.79,4.3672,7.8103,18.0,2.0,0,16.0,0,115.9827,0.33405580499212173,20.111907000000002,-0.06615606475036716
Nb1Mo10Ta8W81,1,10,8,81,1.7424,Nb1 Mo10 Ta8 W81,Nb0.005342232019707662 Mo0.05516668930279633 Ta0.08323781927004106 W0.856253259407455 ,Nb0.01Mo0.1Ta0.08W0.81,0.021520754657849576,8.540951951407989,0.010527078035758763,1.0904000000000003,1.0444905837627019,-0.0053962228015108585,173.91129420000001,17390.92942,-11.651313282316703,0.045497895139123,0.07222499999999997,5.91,2.2576,8.614700000000001,18.0,2.0,0,16.0,0,141.3783,0.1879023312565788,9.893907000000002,-0.023166034115637016
Nb4Mo46Ta24W26,4,46,24,26,0.8529,Nb4 Mo46 Ta24 W26,Nb0.02672131814337523 Mo0.31732909538362514 Ta0.3122605273512508 W0.34368905912174885 ,Nb0.04Mo0.46Ta0.24W0.26,0.025960428487759833,6.614794048765946,0.004081091840957876,1.9408000000000003,1.0441124808813973,-0.009799756279810373,139.0837464,13907.45464,-14.540909186328793,0.0663603184306611,0.14982,5.720000000000001,4.7296000000000005,7.698,18.0,2.0,0,16.0,0,111.0276,0.3008238101274553,17.856768,-0.04738912638692701
Nb6Mo26Ta32W36,6,26,32,36,1.7182,Nb6 Mo26 Ta32 W36,Nb0.03605575931719102 Mo0.16134329395385974 Ta0.37452545011359967 W0.4280754966153496 ,Nb0.06Mo0.26Ta0.32W0.36,0.030129566829482653,5.7672653762775825,-0.00306294756952858,2.2992,1.044094243829798,-0.010404615253989221,154.6097044,15460.450439999999,-11.461468087763638,0.07563933501161339,0.17592000000000002,5.62,5.9552,8.0234,18.0,2.0,0,16.0,0,109.4106,0.358242474697348,21.434388,-0.06602937951825259
Nb13Mo41Ta39W7,13,41,39,7,1.4294,Nb13 Mo41 Ta39 W7,Nb0.08956378871852673 Mo0.2916937587112082 Ta0.5233131791396455 W0.09542927343061965 ,Nb0.13Mo0.41Ta0.39W0.07,0.02297813627848033,5.492334760699781,-0.0036858973296993226,1.7346,1.0438836256275759,-0.009845101831459027,134.8599026,13485.170259999999,-18.64621171048104,0.07194347665258956,0.15952500000000008,5.48,5.5328,7.5623,18.0,2.0,0,16.0,0,89.84039999999999,0.3669598127840986,17.714088,-0.06636024202977017
