formula,Nb,Mo,Ta,W,C11,C12,C44,a,b,c,G,B,E,v,Pugh,Zener
Nb18Mo20Ta30W32,18,20,30,32,411.498,170.137,88.888,64.812,64.813,64.809,100.481,250.591,265.904,0.323,2.494,0.737
Nb33Mo17Ta22W28,33,17,22,28,382.649,162.618,73.44,65.035,65.036,65.031,86.387,235.962,230.974,0.337,2.731,0.668
Nb12Mo28Ta33W27,12,28,33,27,424.122,173.143,94.625,64.697,64.699,64.697,105.96,256.802,279.446,0.319,2.424,0.754
Nb23Mo12Ta34W31,23,12,34,31,382.561,163.801,79.043,65.089,65.09,65.092,90.042,236.721,239.73,0.331,2.629,0.723
Nb31Mo23Ta29W17,31,23,29,17,367.788,157.844,68.85,65.158,65.158,65.161,81.569,227.825,218.617,0.34,2.793,0.656
Nb31Mo9Ta34W26,31,9,34,26,354.993,157.522,68.066,65.337,65.344,65.34,79.028,223.346,212.072,0.342,2.826,0.689
Nb27Mo20Ta20W33,27,20,20,33,409.202,169.62,84.241,64.803,64.803,64.801,97.025,249.481,257.67,0.328,2.571,0.703
Nb28Mo16Ta35W21,28,16,35,21,361.221,157.714,69.61,65.265,65.26,65.256,81.073,225.55,217.195,0.34,2.782,0.684
Nb7Mo30Ta32W31,7,30,32,31,447.32,180.07,104.706,64.521,64.52,64.52,115.451,269.153,303.027,0.312,2.331,0.784
Nb11Mo32Ta24W33,11,32,24,33,454.507,182.404,105.786,64.427,64.424,64.426,117.005,273.105,307.151,0.313,2.334,0.778
Nb22Mo26Ta26W26,22,26,26,26,408.098,168.647,85.185,64.808,64.802,64.805,97.649,248.464,259.016,0.326,2.544,0.711
Nb28Mo23Ta25W24,28,23,25,24,390.238,164.074,77.231,64.958,64.955,64.959,90.01,239.462,239.963,0.333,2.66,0.683
Nb17Mo34Ta25W24,17,34,25,24,428.778,174.485,93.683,64.615,64.612,64.614,105.887,259.249,279.595,0.32,2.448,0.737
Nb19Mo25Ta23W33,19,25,23,33,428.827,174.802,93.726,64.639,64.64,64.641,105.871,259.477,279.588,0.32,2.451,0.738
Nb27Mo20Ta19W34,27,20,19,34,412.206,170.53,85.285,64.779,64.772,64.771,98.083,251.089,260.35,0.327,2.56,0.706
Nb30Mo28Ta27W15,30,28,27,15,377.048,159.832,71.27,65.059,65.052,65.055,84.419,232.237,225.887,0.338,2.751,0.656
Nb14Mo34Ta27W25,14,34,27,25,433.709,175.785,96.717,64.583,64.584,64.583,108.54,261.76,286.079,0.318,2.412,0.75
Nb5Mo30Ta35W30,5,30,35,30,446.397,179.819,105.17,64.542,64.542,64.539,115.64,268.678,303.393,0.312,2.323,0.789
Nb24Mo13Ta32W31,24,13,32,31,384.653,164.066,79.07,65.06,65.065,65.061,90.363,237.595,240.589,0.331,2.629,0.717
Nb35Mo22Ta30W13,35,22,30,13,350.732,153.457,62.017,65.311,65.308,65.305,74.749,219.215,201.361,0.347,2.933,0.629
Nb17Mo31Ta21W31,17,31,21,31,440.136,178.073,98.118,64.519,64.519,64.52,110.18,265.428,290.363,0.318,2.409,0.749
Nb19Mo23Ta33W25,19,23,33,25,398.367,166.332,83.753,64.916,64.916,64.917,95.447,243.677,253.273,0.327,2.553,0.722
Nb25Mo10Ta34W31,25,10,34,31,375.544,162.595,76.608,65.155,65.16,65.154,87.422,233.578,233.176,0.334,2.672,0.719
Nb31Mo15Ta30W24,31,15,30,24,366.048,158.721,69.782,65.205,65.209,65.207,81.806,227.83,219.183,0.34,2.785,0.673
Nb18Mo34Ta33W15,18,34,33,15,400.76,166.052,83.429,64.86,64.857,64.862,95.668,244.288,253.865,0.327,2.553,0.711
Nb8Mo34Ta25W33,8,34,25,33,463.746,185.311,110.405,64.362,64.36,64.36,121.15,278.123,317.368,0.31,2.296,0.793
Nb29Mo24Ta30W17,29,24,30,17,371.748,158.802,70.742,65.125,65.122,65.128,83.373,229.784,223.131,0.338,2.756,0.664
Nb31Mo29Ta18W22,31,29,18,22,399.374,166.32,78.094,64.837,64.834,64.835,91.715,244.005,244.51,0.333,2.66,0.67
Nb22Mo21Ta29W28,22,21,29,28,399.696,166.745,83.152,64.893,64.902,64.902,95.189,244.395,252.753,0.328,2.567,0.714
Nb26Mo19Ta30W25,26,19,30,25,382.827,162.436,76.405,65.052,65.051,65.045,88.504,235.9,235.999,0.333,2.665,0.693
Nb27Mo22Ta28W23,27,22,28,23,385.094,162.72,76.189,65.014,65.015,65.013,88.676,236.844,236.511,0.334,2.671,0.685
Nb24Mo21Ta32W23,24,21,32,23,383.402,162.401,77.103,65.039,65.042,65.045,89.084,236.068,237.391,0.332,2.65,0.698
Nb22Mo29Ta24W25,22,29,24,25,413.573,170.163,86.907,64.743,64.745,64.746,99.478,251.3,263.646,0.325,2.526,0.714
Nb33Mo21Ta22W24,33,21,22,24,382.175,161.926,72.549,65.021,65.018,65.026,85.798,235.342,229.504,0.337,2.743,0.659
Nb35Mo21Ta17W27,35,21,17,27,389.866,164.086,74.068,64.945,64.937,64.942,87.739,239.346,234.557,0.337,2.728,0.656
Nb31Mo31Ta33W5,31,31,33,5,355.219,153.751,63.677,65.252,65.25,65.254,76.581,220.907,205.946,0.345,2.885,0.632
Nb29Mo13Ta23W35,29,13,23,35,394.495,166.316,79.804,64.959,64.959,64.958,92.113,242.376,245.268,0.331,2.631,0.699
Nb32Mo11Ta35W22,32,11,35,22,347.977,155.452,64.957,65.396,65.389,65.396,76.075,219.627,204.601,0.345,2.887,0.675
Nb32Mo29Ta12W27,32,29,12,27,412.929,170.758,82.191,64.703,64.704,64.703,96.029,251.482,255.558,0.331,2.619,0.679
Nb27Mo22Ta19W32,27,22,19,32,411.555,170.175,84.694,64.77,64.767,64.768,97.63,250.635,259.23,0.328,2.567,0.702
Nb34Mo24Ta24W18,34,24,24,18,373.203,159.569,68.667,65.08,65.089,65.09,82.02,230.78,219.996,0.341,2.814,0.643
Nb14Mo23Ta32W31,14,23,32,31,420.036,172.305,93.011,64.744,64.741,64.738,104.328,254.882,275.409,0.32,2.443,0.751
Nb12Mo34Ta28W26,12,34,28,26,438.598,177.354,99.307,64.552,64.554,64.552,110.836,264.435,291.748,0.316,2.386,0.76
Nb27Mo26Ta28W19,27,26,28,19,384.312,162.035,75.256,65.004,65.003,65.009,88.012,236.128,234.858,0.334,2.683,0.677
Nb27Mo30Ta24W19,27,30,24,19,395.872,165.056,78.531,64.883,64.882,64.883,91.661,241.995,244.156,0.332,2.64,0.68
Nb20Mo22Ta30W28,20,22,30,28,403.805,167.9,85.218,64.864,64.865,64.864,97.086,246.535,257.461,0.326,2.539,0.722
Nb24Mo32Ta27W17,24,32,27,17,397.432,165.37,80.078,64.876,64.871,64.873,92.933,242.724,247.245,0.33,2.612,0.69
Nb34Mo10Ta26W30,34,10,26,30,370.116,161.176,70.363,65.17,65.179,65.181,82.469,230.823,221.078,0.34,2.799,0.674
Nb23Mo30Ta35W12,23,30,35,12,377.31,159.824,74.206,65.075,65.07,65.074,86.513,232.32,230.879,0.334,2.685,0.682
Nb14Mo32Ta23W31,14,32,23,31,445.779,179.682,101.35,64.485,64.482,64.486,113.028,268.381,297.342,0.315,2.374,0.762
Nb24Mo12Ta32W32,24,12,32,32,385.034,164.329,79.306,65.062,65.066,65.064,90.544,237.897,241.05,0.331,2.627,0.719
Nb14Mo23Ta29W34,14,23,29,34,429.225,174.922,96.164,64.662,64.66,64.661,107.555,259.69,283.522,0.318,2.414,0.756
Nb30Mo14Ta32W24,30,14,32,24,365.265,159.727,70.025,65.211,65.224,65.213,81.688,228.24,218.944,0.34,2.794,0.681
Nb28Mo29Ta22W21,28,29,22,21,398.264,165.819,79.165,64.859,64.863,64.861,92.363,243.301,245.964,0.332,2.634,0.681
Nb33Mo31Ta11W25,33,31,11,25,412.304,170.547,81.389,64.699,64.694,64.7,95.404,251.133,254.042,0.331,2.632,0.673
Nb18Mo32Ta31W19,18,32,31,19,407.403,168.092,85.96,64.812,64.805,64.81,98.155,247.862,260.128,0.325,2.525,0.718
Nb17Mo30Ta18W35,17,30,18,35,449.36,181.116,101.741,64.445,64.445,64.445,113.655,270.531,299.081,0.316,2.38,0.759
Nb26Mo29Ta21W24,26,29,21,24,407.868,168.575,83.216,64.779,64.776,64.777,96.273,248.339,255.767,0.328,2.58,0.696
Nb25Mo27Ta20W28,25,27,20,28,415.165,170.921,86.303,64.727,64.723,64.728,99.202,252.336,263.125,0.326,2.544,0.707
Nb31Mo28Ta21W20,31,28,21,20,391.132,163.96,75.407,64.92,64.916,64.919,88.899,239.684,237.353,0.335,2.696,0.664
Nb28Mo33Ta7W32,28,33,7,32,438.71,178.8,92.993,64.459,64.456,64.459,106.355,265.437,281.471,0.323,2.496,0.716
Nb13Mo18Ta34W35,13,18,34,35,418.301,172.217,93.418,64.775,64.777,64.772,104.321,254.245,275.308,0.32,2.437,0.759
Nb24Mo21Ta26W29,24,21,26,29,401.692,167.352,82.889,64.872,64.874,64.876,95.238,245.465,252.995,0.328,2.577,0.707
Nb19Mo33Ta25W23,19,33,25,23,421.403,172.13,90.282,64.673,64.672,64.674,102.746,255.221,271.77,0.323,2.484,0.724
Nb29Mo30Ta28W13,29,30,28,13,377.136,159.809,71.573,65.055,65.048,65.053,84.65,232.251,226.438,0.338,2.744,0.659
Nb6Mo31Ta28W35,6,31,28,35,464.057,185.361,111.433,64.386,64.386,64.388,121.869,278.26,319.032,0.309,2.283,0.8
Nb19Mo29Ta21W31,19,29,21,31,432.858,175.884,94.991,64.582,64.582,64.579,107.22,261.542,282.988,0.32,2.439,0.739
Nb33Mo14Ta33W20,33,14,33,20,350.053,155.026,64.483,65.358,65.361,65.358,76.142,220.035,204.802,0.345,2.89,0.661
Nb33Mo27Ta5W35,33,27,5,35,429.177,176.42,87.893,64.556,64.559,64.558,101.686,260.673,269.955,0.327,2.564,0.695
Nb20Mo25Ta31W24,20,25,31,24,400.613,166.582,83.695,64.885,64.887,64.882,95.739,244.592,254.067,0.327,2.555,0.715
Nb27Mo27Ta24W22,27,27,24,22,396.395,165.41,78.961,64.892,64.887,64.892,91.986,242.405,244.972,0.332,2.635,0.684
Nb21Mo30Ta29W20,21,30,29,20,402.639,166.873,83.363,64.85,64.844,64.848,95.797,245.462,254.309,0.327,2.562,0.707
Nb29Mo19Ta27W25,29,19,27,25,381.35,161.991,74.664,65.052,65.052,65.055,87.132,235.111,232.656,0.335,2.698,0.681
Nb31Mo14Ta29W26,31,14,29,26,369.369,159.719,70.992,65.179,65.184,65.182,83.021,229.602,222.272,0.339,2.766,0.677
Nb22Mo30Ta24W24,22,30,24,24,413.49,170.122,86.673,64.743,64.741,64.739,99.311,251.245,263.248,0.325,2.53,0.712
Nb12Mo23Ta34W31,12,23,34,31,421.153,172.716,94.196,64.735,64.738,64.734,105.241,255.528,277.611,0.319,2.428,0.758
Nb7Mo29Ta32W32,7,29,32,32,447.256,180.084,104.837,64.52,64.526,64.522,115.524,269.142,303.192,0.312,2.33,0.785
Nb31Mo17Ta28W24,31,17,28,24,371.924,159.828,71.193,65.145,65.147,65.144,83.552,230.527,223.637,0.338,2.759,0.671
Nb17Mo29Ta26W28,17,29,26,28,426.143,173.743,93.297,64.655,64.652,64.655,105.309,257.876,278.075,0.32,2.449,0.739
Nb26Mo31Ta12W31,26,31,12,31,432.682,176.509,91.745,64.538,64.534,64.539,104.886,261.9,277.599,0.323,2.497,0.716
Nb34Mo32Ta25W9,34,32,25,9,368.231,157.115,66.172,65.107,65.105,65.104,79.854,227.487,214.467,0.343,2.849,0.627
Nb32Mo19Ta34W15,32,19,34,15,351.213,154.961,64.025,65.33,65.329,65.323,76.014,220.379,204.526,0.345,2.899,0.652
Nb11Mo34Ta21W34,11,34,21,34,462.881,185.113,108.988,64.347,64.343,64.345,120.101,277.702,314.907,0.311,2.312,0.785
Nb32Mo25Ta27W16,32,25,27,16,369.803,158.015,68.604,65.123,65.122,65.13,81.686,228.611,218.976,0.34,2.799,0.648
Nb25Mo35Ta32W8,25,35,32,8,378.798,159.787,73.132,65.035,65.032,65.035,86.01,232.791,229.735,0.336,2.707,0.668
Nb34Mo27Ta15W24,34,27,15,24,397.884,166.205,76.408,64.848,64.839,64.843,90.316,243.431,241.128,0.335,2.695,0.66
Nb35Mo18Ta28W19,35,18,28,19,357.681,155.76,64.83,65.257,65.261,65.263,77.471,223.067,208.3,0.344,2.879,0.642
Nb24Mo30Ta30W16,24,30,30,16,388.999,163.09,77.547,64.965,64.961,64.962,90.187,238.393,240.264,0.332,2.643,0.687
Nb18Mo31Ta29W22,18,31,29,22,413.196,169.846,88.028,64.757,64.756,64.759,100.231,250.963,265.366,0.324,2.504,0.723
Nb23Mo34Ta8W35,23,34,8,35,452.352,182.788,100.191,64.347,64.348,64.348,112.84,272.643,297.48,0.318,2.416,0.743
Nb27Mo30Ta10W33,27,30,10,33,435.087,177.444,92.367,64.516,64.515,64.514,105.553,263.325,279.335,0.323,2.495,0.717
Nb29Mo29Ta17W25,29,29,17,25,409.074,169.088,82.225,64.755,64.754,64.752,95.7,249.083,254.507,0.33,2.603,0.685
Nb27Mo11Ta28W34,27,11,28,34,386.767,164.8,78.691,65.041,65.044,65.043,90.332,238.789,240.651,0.332,2.643,0.709
Nb19Mo17Ta29W35,19,17,29,35,411.471,170.512,88.917,64.821,64.821,64.82,100.434,250.832,265.823,0.323,2.497,0.738
Nb19Mo23Ta31W27,19,23,31,27,404.452,167.939,85.721,64.863,64.86,64.859,97.528,246.776,258.527,0.325,2.53,0.725
Nb28Mo9Ta30W33,28,9,30,33,377.673,162.888,75.975,65.133,65.135,65.135,87.293,234.483,232.969,0.334,2.686,0.707
Nb27Mo30Ta11W32,27,30,11,32,432.011,176.452,91.25,64.543,64.542,64.539,104.447,261.639,276.541,0.324,2.505,0.714
Nb16Mo26Ta32W26,16,26,32,26,411.785,169.695,88.94,64.795,64.792,64.794,100.639,250.392,266.246,0.323,2.488,0.735
Nb35Mo24Ta21W20,35,24,21,20,377.399,160.222,69.689,65.045,65.042,65.046,83.297,232.614,223.243,0.34,2.793,0.642
Nb10Mo28Ta31W31,10,28,31,31,438.319,177.396,100.479,64.585,64.585,64.586,111.562,264.37,293.413,0.315,2.37,0.77
Nb19Mo20Ta27W34,19,20,27,34,416.838,171.586,90.127,64.76,64.759,64.758,101.97,253.337,269.722,0.323,2.484,0.735
Nb28Mo29Ta21W22,28,29,21,22,400.864,166.597,79.99,64.835,64.833,64.833,93.229,244.686,248.168,0.331,2.625,0.683
Nb26Mo13Ta35W26,26,13,35,26,368.762,160.183,73.401,65.202,65.211,65.209,84.511,229.709,225.838,0.336,2.718,0.704
Nb22Mo28Ta31W19,22,28,31,19,393.072,164.313,80.021,64.941,64.934,64.936,92.357,240.566,245.636,0.33,2.605,0.7
Nb35Mo34Ta16W15,35,34,16,15,391.132,163.86,72.861,64.874,64.876,64.878,87.121,239.617,233.112,0.338,2.75,0.641
Nb29Mo33Ta18W20,29,33,18,20,406.053,168.122,80.792,64.767,64.768,64.769,94.375,247.432,251.189,0.331,2.622,0.679
Nb8Mo33Ta25W34,8,33,25,34,464.132,185.354,110.594,64.363,64.363,64.364,121.334,278.28,317.812,0.31,2.294,0.793
Nb25Mo31Ta34W10,25,31,34,10,373.34,158.648,71.937,65.102,65.096,65.105,84.486,230.212,225.832,0.337,2.725,0.67
Nb23Mo24Ta30W23,23,24,30,23,392.925,164.563,80.034,64.95,64.942,64.954,92.301,240.684,245.518,0.33,2.608,0.701
Nb34Mo24Ta11W31,34,24,11,31,410.218,170.215,81.041,64.745,64.748,64.746,94.881,250.216,252.702,0.332,2.637,0.675
Nb32Mo20Ta13W35,32,20,13,35,412.418,170.905,83.224,64.756,64.754,64.754,96.638,251.409,256.988,0.33,2.602,0.689
Nb12Mo33Ta20W35,12,33,20,35,462.437,184.916,108.423,64.346,64.348,64.351,119.686,277.423,313.915,0.311,2.318,0.781
Nb34Mo28Ta9W29,34,28,9,29,414.893,171.595,82.186,64.681,64.684,64.682,96.206,252.694,256.116,0.331,2.627,0.676
Nb31Mo22Ta20W27,31,22,20,27,394.618,165.422,77.393,64.913,64.91,64.904,90.609,241.821,241.646,0.333,2.669,0.675
Nb10Mo33Ta29W28,10,33,29,28,443.696,178.879,101.973,64.519,64.523,64.521,113.222,267.151,297.622,0.314,2.36,0.77
Nb21Mo17Ta33W29,21,17,33,29,391.92,165.345,81.856,64.991,64.992,64.988,93.251,240.87,247.778,0.329,2.583,0.723
Nb29Mo14Ta30W27,29,14,30,27,372.968,160.847,73.035,65.152,65.153,65.15,84.836,231.554,226.808,0.337,2.729,0.689
Nb31Mo29Ta24W16,31,29,24,16,381.978,161.218,72.48,65.0,65.001,65.003,85.83,234.805,229.524,0.337,2.736,0.657
Nb22Mo31Ta17W30,22,31,17,30,433.238,176.162,93.542,64.555,64.554,64.556,106.258,261.854,280.792,0.321,2.464,0.728
Nb26Mo29Ta35W10,26,29,35,10,366.57,157.059,69.72,65.172,65.164,65.165,82.111,226.896,219.816,0.339,2.763,0.666
Nb25Mo35Ta5W35,25,35,5,35,452.432,183.176,99.475,64.328,64.325,64.324,112.306,272.928,296.28,0.319,2.43,0.739
Nb26Mo25Ta16W33,26,25,16,33,423.596,173.554,89.039,64.656,64.653,64.655,102.028,256.901,270.3,0.325,2.518,0.712
Nb19Mo22Ta32W27,19,22,32,27,401.077,167.248,84.808,64.892,64.889,64.892,96.462,245.191,255.835,0.326,2.542,0.725
Nb33Mo9Ta35W23,33,9,35,23,345.05,155.204,64.352,65.43,65.434,65.429,75.225,218.486,202.441,0.346,2.904,0.678
Nb12Mo26Ta33W29,12,26,33,29,423.942,173.188,94.721,64.706,64.7,64.702,105.987,256.772,279.504,0.319,2.423,0.755
Nb15Mo31Ta32W22,15,31,32,22,415.497,170.464,90.053,64.752,64.748,64.751,101.884,252.141,269.37,0.322,2.475,0.735
Nb33Mo33Ta9W25,33,33,9,25,417.049,172.146,82.76,64.636,64.642,64.641,96.863,253.78,257.791,0.331,2.62,0.676
Nb33Mo23Ta20W24,33,23,20,24,387.396,163.341,73.988,64.964,64.964,64.96,87.41,238.026,233.631,0.336,2.723,0.66
Nb32Mo32Ta26W10,32,32,26,10,372.379,158.231,68.382,65.077,65.072,65.077,81.898,229.614,219.586,0.341,2.804,0.639
Nb26Mo28Ta29W17,26,28,29,17,385.04,162.102,75.633,64.993,64.997,64.999,88.381,236.415,235.763,0.334,2.675,0.679
Nb30Mo34Ta30W6,30,34,30,6,367.442,156.669,67.489,65.127,65.124,65.129,80.738,226.927,216.533,0.341,2.811,0.64
Nb12Mo35Ta29W24,12,35,29,24,435.199,176.244,97.947,64.576,64.577,64.577,109.538,262.562,288.496,0.317,2.397,0.756
Nb15Mo32Ta21W32,15,32,21,32,447.603,180.257,101.664,64.46,64.461,64.462,113.45,269.373,298.452,0.315,2.374,0.761
Nb16Mo23Ta31W30,16,23,31,30,415.554,171.01,90.693,64.773,64.773,64.771,102.233,252.525,270.233,0.322,2.47,0.742
Nb19Mo35Ta25W21,19,35,25,21,421.301,172.072,90.069,64.667,64.666,64.671,102.594,255.148,271.406,0.323,2.487,0.723
Nb20Mo35Ta26W19,20,35,26,19,414.392,170.107,87.264,64.725,64.725,64.723,99.866,251.535,264.582,0.325,2.519,0.714
Nb10Mo29Ta34W27,10,29,34,27,428.363,174.373,96.826,64.661,64.666,64.663,107.943,259.036,284.335,0.317,2.4,0.762
Nb32Mo33Ta26W9,32,33,26,9,372.555,158.201,68.365,65.075,65.067,65.072,81.918,229.652,219.638,0.341,2.803,0.638
Nb28Mo34Ta32W6,28,34,32,6,368.614,157.023,68.685,65.127,65.122,65.125,81.712,227.554,218.932,0.34,2.785,0.649
Nb19Mo23Ta25W33,19,23,25,33,422.749,173.217,91.966,64.699,64.697,64.699,103.929,256.394,274.675,0.321,2.467,0.737
Nb30Mo31Ta19W20,30,31,19,20,399.805,166.36,78.414,64.826,64.828,64.831,92.001,244.175,245.205,0.333,2.654,0.672
Nb32Mo32Ta12W24,32,32,12,24,411.932,170.432,81.544,64.694,64.695,64.696,95.47,250.932,254.176,0.331,2.628,0.675
Nb35Mo31Ta7W27,35,31,7,27,416.14,172.224,81.785,64.648,64.646,64.651,96.026,253.529,255.783,0.332,2.64,0.671
Nb33Mo8Ta31W28,33,8,31,28,357.59,158.207,68.088,65.31,65.313,65.318,79.353,224.668,212.983,0.342,2.831,0.683
Nb26Mo19Ta23W32,26,19,23,32,403.941,168.159,83.016,64.854,64.858,64.853,95.562,246.753,253.908,0.329,2.582,0.704
Nb26Mo28Ta25W21,26,28,25,21,396.732,165.377,79.534,64.889,64.883,64.886,92.443,242.495,246.062,0.331,2.623,0.688
Nb28Mo11Ta31W30,28,11,31,30,375.877,162.847,74.808,65.139,65.135,65.141,86.205,233.857,230.316,0.336,2.713,0.702
Nb16Mo28Ta26W30,16,28,26,30,429.805,174.831,95.044,64.631,64.625,64.626,106.918,259.822,282.064,0.319,2.43,0.746
Nb29Mo27Ta28W16,29,27,28,16,379.13,161.123,72.343,65.04,65.04,65.044,85.297,233.792,228.146,0.337,2.741,0.664
Nb13Mo24Ta35W28,13,24,35,28,414.017,170.545,91.255,64.794,64.786,64.79,102.429,251.702,270.583,0.321,2.457,0.75
Nb32Mo6Ta34W28,32,6,34,28,352.129,157.617,67.538,65.373,65.382,65.377,78.184,222.454,209.955,0.343,2.845,0.694
Nb12Mo24Ta30W34,12,24,30,34,433.998,176.161,98.452,64.626,64.622,64.628,109.684,262.107,288.771,0.316,2.39,0.764
Nb25Mo26Ta31W18,25,26,31,18,382.473,161.597,75.527,65.029,65.03,65.033,87.975,235.222,234.67,0.334,2.674,0.684
Nb20Mo33Ta31W16,20,33,31,16,399.885,165.846,82.409,64.865,64.865,64.863,94.86,243.859,251.916,0.328,2.571,0.704
Nb8Mo35Ta22W35,8,35,22,35,471.885,187.927,113.573,64.284,64.286,64.284,124.194,282.58,324.973,0.308,2.275,0.8
Nb19Mo34Ta31W16,19,34,31,16,405.307,168.201,84.344,64.814,64.815,64.813,96.689,247.236,256.614,0.327,2.557,0.711
Nb16Mo30Ta22W32,16,30,22,32,441.372,178.374,99.052,64.52,64.517,64.519,110.965,266.04,292.26,0.317,2.398,0.753
Nb27Mo16Ta34W23,27,16,34,23,367.887,159.322,72.084,65.198,65.204,65.201,83.602,228.843,223.58,0.337,2.737,0.691
Nb15Mo29Ta29W27,15,29,29,27,424.392,173.215,93.518,64.676,64.673,64.679,105.251,256.941,277.82,0.32,2.441,0.745
Nb19Mo35Ta34W12,19,35,34,12,394.081,164.122,80.776,64.915,64.916,64.917,93.071,240.775,247.344,0.329,2.587,0.703
Nb11Mo33Ta30W26,11,33,30,26,437.011,176.809,99.118,64.575,64.578,64.575,110.532,263.543,290.925,0.316,2.384,0.762
Nb27Mo14Ta26W33,27,14,26,33,392.423,165.73,79.901,64.978,64.984,64.978,91.936,241.295,244.727,0.331,2.625,0.705
Nb31Mo27Ta15W27,31,27,15,27,408.27,169.219,81.278,64.764,64.757,64.761,94.893,248.902,252.581,0.331,2.623,0.68
Nb28Mo35Ta17W20,28,35,17,20,411.8,169.838,83.118,64.708,64.711,64.71,96.638,250.492,256.88,0.329,2.592,0.687
Nb18Mo35Ta31W16,18,35,31,16,406.944,167.862,85.508,64.801,64.806,64.803,97.809,247.556,259.281,0.325,2.531,0.715
Nb33Mo14Ta30W23,33,14,30,23,359.653,157.663,67.066,65.262,65.259,65.262,79.058,224.993,212.306,0.343,2.846,0.664
Nb8Mo28Ta35W29,8,28,35,29,433.491,175.932,99.499,64.636,64.632,64.633,110.332,261.785,290.224,0.315,2.373,0.773
Nb31Mo32Ta22W15,31,32,22,15,387.663,162.669,73.774,64.937,64.933,64.935,87.408,237.667,233.589,0.336,2.719,0.656
Nb14Mo31Ta20W35,14,31,20,35,454.786,182.585,104.879,64.41,64.409,64.41,116.421,273.319,305.84,0.314,2.348,0.771
Nb26Mo17Ta28W29,26,17,28,29,389.736,164.635,78.934,64.996,65.0,64.998,91.013,239.669,242.359,0.331,2.633,0.701
Nb25Mo34Ta20W21,25,34,20,21,413.991,170.338,85.167,64.707,64.708,64.708,98.326,251.556,260.976,0.327,2.558,0.699
Nb30Mo15Ta22W33,30,15,22,33,393.354,165.723,78.552,64.95,64.955,64.959,91.161,241.6,242.929,0.332,2.65,0.69
Nb28Mo29Ta31W12,28,29,31,12,371.852,158.337,70.548,65.11,65.109,65.112,83.326,229.508,222.992,0.338,2.754,0.661
Nb20Mo35Ta12W33,20,35,12,33,452.033,182.279,101.299,64.366,64.367,64.363,113.616,272.197,299.217,0.317,2.396,0.751
Nb14Mo34Ta20W32,14,34,20,32,453.775,182.213,104.267,64.403,64.404,64.404,115.905,272.734,304.569,0.314,2.353,0.768
Nb22Mo34Ta33W11,22,34,33,11,386.297,162.0,76.952,64.979,64.976,64.977,89.515,236.766,238.489,0.332,2.645,0.686
Nb10Mo30Ta30W30,10,30,30,30,441.228,178.145,101.307,64.558,64.556,64.553,112.482,265.839,295.736,0.315,2.363,0.77
Nb14Mo35Ta32W19,14,35,32,19,418.642,171.217,91.163,64.715,64.713,64.711,103.034,253.692,272.246,0.321,2.462,0.737
Nb26Mo15Ta27W32,26,15,27,32,392.84,165.657,80.139,64.972,64.975,64.977,92.18,241.385,245.313,0.331,2.619,0.706
Nb31Mo22Ta23W24,31,22,23,24,387.376,163.981,74.855,64.965,64.981,64.978,87.912,238.446,234.871,0.336,2.712,0.67
Nb29Mo29Ta23W19,29,29,23,19,391.764,164.017,76.538,64.918,64.918,64.915,89.782,239.932,239.475,0.334,2.672,0.672
Nb22Mo32Ta21W25,22,32,21,25,421.706,172.487,89.323,64.657,64.655,64.658,102.085,255.56,270.268,0.324,2.503,0.717
Nb18Mo32Ta27W23,18,32,27,23,418.973,171.522,89.969,64.704,64.697,64.704,102.231,254.005,270.415,0.323,2.485,0.727
Nb17Mo29Ta30W24,17,29,30,24,416.221,171.575,89.523,64.74,64.739,64.741,101.461,253.124,268.508,0.323,2.495,0.732
Nb24Mo20Ta24W32,24,20,24,32,407.942,169.208,85.187,64.824,64.824,64.819,97.532,248.786,258.78,0.327,2.551,0.714
Nb25Mo20Ta28W27,25,20,28,27,392.414,165.032,79.698,64.959,64.965,64.96,91.91,240.826,244.611,0.331,2.62,0.701
Nb27Mo20Ta29W24,27,20,29,24,382.277,162.142,75.663,65.047,65.052,65.046,87.95,235.52,234.642,0.334,2.678,0.687
Nb21Mo12Ta33W34,21,12,33,34,392.599,166.292,82.965,64.999,65.005,65.005,93.958,241.727,249.543,0.328,2.573,0.733
Nb20Mo30Ta15W35,20,30,15,35,446.511,180.38,99.466,64.454,64.451,64.451,111.773,269.09,294.539,0.318,2.407,0.747
Nb25Mo7Ta34W34,25,7,34,34,376.618,163.484,77.559,65.163,65.164,65.161,88.099,234.528,234.887,0.333,2.662,0.728
Nb25Mo33Ta30W12,25,33,30,12,385.02,161.721,75.436,64.982,64.983,64.984,88.302,236.154,235.547,0.334,2.674,0.676
Nb11Mo27Ta34W28,11,27,34,28,424.794,173.416,95.383,64.699,64.699,64.697,106.535,257.209,280.832,0.318,2.414,0.759
Nb34Mo22Ta28W16,34,22,28,16,360.375,155.964,65.315,65.223,65.216,65.218,78.204,224.101,210.164,0.344,2.866,0.639
Nb29Mo30Ta30W11,29,30,30,11,371.275,158.095,69.659,65.107,65.109,65.11,82.649,229.155,221.337,0.339,2.773,0.654
Nb22Mo10Ta35W33,22,10,35,33,383.376,164.632,80.378,65.095,65.096,65.09,90.944,237.547,241.954,0.33,2.612,0.735
Nb25Mo12Ta32W31,25,12,32,31,381.601,163.45,77.813,65.091,65.095,65.094,89.104,236.167,237.448,0.332,2.65,0.713
